benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,layer_id,qubit_id,gate_type,axis_id,param_index,param_id,n_seeds,param_grad_mean,param_grad_variance_across_seeds,param_mean_abs_grad,param_near_zero_ratio
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,0.06928283156375685,0.007151075217223432,0.06947380044380205,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-0.07603496642140958,0.04907599332536808,0.14178026548958175,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-0.007970226269585342,0.0003864469388566206,0.01397747700646046,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,-0.02788611564405407,0.003754555867994455,0.05580774118612139,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,-0.014606966543718557,0.0027613467616028997,0.034460637142167995,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RX,0,12,layer_001_wire_000_RX,3,0.020171859250138865,0.0001426090540587852,0.020171859250138865,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RY,1,13,layer_001_wire_000_RY,3,-0.06598891319750072,0.028351072053024912,0.15146302004171375,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RZ,2,14,layer_001_wire_000_RZ,3,6.510650569947781e-18,2.4680204017356815e-34,1.314183491882467e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RX,0,15,layer_001_wire_001_RX,3,8.962737959213504e-18,6.7733551820181305e-34,2.0527561132392218e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RY,1,16,layer_001_wire_001_RY,3,7.950815931560367e-18,3.0776009430328586e-34,1.1709383462843448e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RZ,2,17,layer_001_wire_001_RZ,3,-5.783680954694067e-18,3.2881591176222844e-34,1.5803188127715735e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RX,0,18,layer_001_wire_002_RX,3,-0.004370355837612593,0.0008204707526500569,0.02170321687820766,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RY,1,19,layer_001_wire_002_RY,3,-0.05781525989265233,0.008291609312280068,0.08170982437850237,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RZ,2,20,layer_001_wire_002_RZ,3,-4.480835580104052e-18,9.343948188791103e-34,2.0361521862173023e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RX,0,21,layer_001_wire_003_RX,3,-0.041343177766993915,0.0008422488486570618,0.041343177766993915,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RY,1,22,layer_001_wire_003_RY,3,-0.058658412406049215,0.05498846853033974,0.15838215885414333,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,3.599876820012028e-18,1.4438689323444022e-34,1.0440016513556604e-17,1.0
